Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
8b77263f73b7f3419ef96a9236938cb9592835a17fc260a6bc3482474aa0d16b,2021-05,Bedfordshire Police,Bedfordshire Police,-0.407699,52.011076,On or near Park/Open Space,E01033824,Central Bedfordshire 017F,Investigation complete; no suspect identified
4cf3609a465cbb7aa243be8c035d3b9fa05fb61b59c7fe27dd4833e1f4b93860,2021-05,Bedfordshire Police,Bedfordshire Police,-0.458245,52.128861,On or near FENLAKE ROAD,E01017522,Bedford 014E,Investigation complete; no suspect identified
ed018e12d508189168f13a85e84a07e103a5d32ab7a9e307089c71650567ba04,2021-05,Bedfordshire Police,Bedfordshire Police,-0.406317,51.881291,On or near CRESCENT ROAD,E01015743,Luton 022E,Unable to prosecute suspect
cc485acbb29cef45b72e980fbf15c33aeac224d6640e95e0defe0f80e7ede81e,2021-05,Bedfordshire Police,Bedfordshire Police,-0.500106,51.876346,On or near MORCOM ROAD,E01017594,Central Bedfordshire 030C,Local resolution
603cfb5b08af372577b1cfe02fbec37b82b17e9522286037347edad4d1cb3a7b,2021-05,Bedfordshire Police,Bedfordshire Police,-0.512985,51.912233,On or near SYCAMORE ROAD,E01017619,Central Bedfordshire 025E,Unable to prosecute suspect
622d13fad1baf41f73849a857df593ba2bd57435fd0c0fd4507f0cd95f0c682a,2021-05,Bedfordshire Police,Bedfordshire Police,-0.447394,52.134213,On or near TENNYSON ROAD,E01017468,Bedford 012C,Unable to prosecute suspect
6b416e0265d31daeed573c03b79f198829a94f58ce6e4c0b7af62c5bd1890aa2,2021-05,Bedfordshire Police,Bedfordshire Police,-0.502861,51.877379,On or near NEW WOODFIELD GREEN,E01017594,Central Bedfordshire 030C,Investigation complete; no suspect identified
649d9a5a515a8e8112f91c07e776282416dbd7b2240f4728ac420ef39488a54b,2021-05,Bedfordshire Police,Bedfordshire Police,-0.330736,52.036473,On or near OAKWOOD ROAD,E01017438,Central Bedfordshire 011B,Investigation complete; no suspect identified
8640148e37620044aabf5e3ef935d81e5646f8f3ae738f093caff343d1cfc0ca,2021-05,Bedfordshire Police,Bedfordshire Police,-0.447762,51.892437,On or near CALEB CLOSE,E01015787,Luton 015D,Unable to prosecute suspect
98d3ae1784c8df0f4f3cf0f50bc1d2cf99860d48304e661d720369216fed7f70,2021-05,Bedfordshire Police,Bedfordshire Police,-0.429835,52.146172,On or near VICARS WALK,E01017491,Bedford 007D,Unable to prosecute suspect
45b0889c0484218d0e90a4b8aabd56ab803af0cc5e6b0e7a5b44f97d9f504b9c,2021-05,Bedfordshire Police,Bedfordshire Police,-0.477337,51.923359,On or near CAMFORD WAY,E01017616,Central Bedfordshire 018D,Investigation complete; no suspect identified
566e545b6dbb9fde92aeb798fb33b2cae1a4c0dcb7eaae5e489b526e53bdb97d,2021-05,Bedfordshire Police,Bedfordshire Police,-0.429835,52.146172,On or near VICARS WALK,E01017491,Bedford 007D,Unable to prosecute suspect
bc597dac13a798c388b39eff13703b7088e5912115bd218bf4561507b56fc39c,2021-05,Bedfordshire Police,Bedfordshire Police,-0.267874,52.049934,On or near MAGER WAY,E01017413,Central Bedfordshire 010D,Unable to prosecute suspect
ce9f5e07d139ae85d254ba8c6396f6a2e55245d776dee9ea70e9a7bc2ceaea28,2021-05,Bedfordshire Police,Bedfordshire Police,-0.530670,51.878198,On or near HURLOCK CLOSE,E01017565,Central Bedfordshire 029A,Unable to prosecute suspect
6a49e3aa38df43f8617c476de718c32f676931c6867e30498c02c5b7fdbc5bff,2021-05,Bedfordshire Police,Bedfordshire Police,-0.427713,51.878530,On or near DOWNS ROAD,E01015795,Luton 021F,Unable to prosecute suspect
e25cddf582d4d5d83d96f1c529fb95be7eebcd8c6973c564f53db3a0bbbecfda,2021-05,Bedfordshire Police,Bedfordshire Police,-0.387678,51.888554,On or near CRAWLEY GREEN ROAD,E01015779,Luton 016D,Unable to prosecute suspect
485988f525b72ff4b60b2cf75ed16f638fb0584bde5d3b768ef9093db3f44bc6,2021-05,Bedfordshire Police,Bedfordshire Police,-0.426237,51.885434,On or near WALDECK ROAD,E01015698,Luton 017A,Unable to prosecute suspect
8874e7c0089725eaa86884e17e37c1b075eb0d62d6195d6b8d6ab09d9bfceffb,2021-05,Bedfordshire Police,Bedfordshire Police,-0.287480,52.028056,On or near JOHN HOWLAND CLOSE,E01017415,Central Bedfordshire 010F,Unable to prosecute suspect
c296ca905995fd390dccafe5eadbd31d93c60c07ce69c6fe4305fd815a8710d5,2021-05,Bedfordshire Police,Bedfordshire Police,-0.519920,51.905136,On or near Supermarket,E01017581,Central Bedfordshire 026D,Investigation complete; no suspect identified
69cc789f97a654d47ed857e622b81e937e26772a313c72c8ccc6bf7862218f4f,2021-05,Bedfordshire Police,Bedfordshire Police,-0.267402,51.998405,On or near JUBILEE CRESCENT,E01017376,Central Bedfordshire 010A,Unable to prosecute suspect
7641637eb3541458952fe3c720c703f08eac22e405de7444f6d25a7bc5895ce9,2021-05,Bedfordshire Police,Bedfordshire Police,-0.214190,52.127819,On or near MARKET SQUARE,E01017429,Central Bedfordshire 003E,Local resolution
b04cca3820e103e0e3abf598fbc65549c1fedc3f2db2b479978bb741dd1f51c2,2021-05,Bedfordshire Police,Bedfordshire Police,-0.461294,52.130681,On or near ROPE WALK,E01017522,Bedford 014E,Investigation complete; no suspect identified
4463faf092d8eb3eb5de145c9f09f4ef8449d940bcf1daeb1be15c656ce33e80,2021-05,Bedfordshire Police,Bedfordshire Police,-0.332892,52.031432,On or near Petrol Station,E01017440,Central Bedfordshire 011D,Investigation complete; no suspect identified
a53f5fbd6ca2b5ba35181808be5452a46e0e9bf3ede32584245ba29e18540dd7,2021-05,Bedfordshire Police,Bedfordshire Police,-0.461294,52.130681,On or near ROPE WALK,E01017522,Bedford 014E,Investigation complete; no suspect identified
5d30180f89fd3d4cf356137406312ab14be7a45f8c2d514cdba2ed8f16c40214,2021-05,Bedfordshire Police,Bedfordshire Police,-0.472102,52.124384,On or near AMPTHILL ROAD,E01017475,Bedford 015D,Investigation complete; no suspect identified
29a19505b7a1bd2a3ffc912226db1f8c53b7b7f8c18b6061279e80f35753f372,2021-05,Bedfordshire Police,Bedfordshire Police,-0.662798,51.916449,On or near Shopping Area,E01017555,Central Bedfordshire 021A,Investigation complete; no suspect identified
51e02ceba96a704f08c1768a13deb675e90c893ba1317d6ff07a5903c4c4e7e2,2021-05,Bedfordshire Police,Bedfordshire Police,-0.649391,51.901460,On or near Petrol Station,E01033832,Central Bedfordshire 024L,Investigation complete; no suspect identified
df4ff87e095822949e674246fb5d34a353090d411e530fddc6dbf5b46696f736,2021-05,Bedfordshire Police,Bedfordshire Police,-0.497593,52.002214,On or near CONISTON ROAD,E01017405,Central Bedfordshire 016C,Investigation complete; no suspect identified
271dc7e80222dab5721c6035c8e5da856c40d1e38b884729628a110882667836,2021-05,Bedfordshire Police,Bedfordshire Police,-0.263900,52.086238,On or near Supermarket,E01017385,Central Bedfordshire 005C,Investigation complete; no suspect identified
445d88b7c5d3b34bc477b9d910823e0d10c0654b986d75a74990d788784425f7,2021-05,Bedfordshire Police,Bedfordshire Police,-0.516671,51.882877,On or near Petrol Station,E01017623,Central Bedfordshire 031A,Investigation complete; no suspect identified
65e077dec0eb9574c2b6da4705988b8259d0a61f9e8692c50b02ba8f1cdef530,2021-05,Bedfordshire Police,Bedfordshire Police,-0.475106,52.136525,On or near ALEXANDRA ROAD,E01017466,Bedford 012A,Unable to prosecute suspect
a397631f387f4df1419cc17e06187f2ecd688430a092508f0c7eb924ef75bb6b,2021-05,Bedfordshire Police,Bedfordshire Police,-0.475106,52.136525,On or near ALEXANDRA ROAD,E01017466,Bedford 012A,Unable to prosecute suspect
d6d1c5bd63e5489f2e1eb0bb75e0001ef080c13da0d53e4052c2f81f27bb9bcf,2021-05,Bedfordshire Police,Bedfordshire Police,-0.424030,52.026941,On or near OLD SILSOE ROAD,E01017421,Central Bedfordshire 008E,Investigation complete; no suspect identified
e42c8bd267343fe721437440e087e411eaebc34cfc9b694bd9334dbdc22e296f,2021-05,Bedfordshire Police,Bedfordshire Police,-0.408135,51.889048,On or near KINGSTON ROAD,E01015742,Luton 022B,Unable to prosecute suspect
bd80673c396e0a4225eb513e59bedb78e98459bd7ce7b4178ae0f893f6b14258,2021-05,Bedfordshire Police,Bedfordshire Police,-0.423148,51.882776,On or near Supermarket,E01015699,Luton 017B,Investigation complete; no suspect identified
5efe5b14d7ba1f3f86479f3417007545dd207f64f28d1158202a29bf8225ea90,2021-05,Bedfordshire Police,Bedfordshire Police,-0.496136,52.003076,On or near Petrol Station,E01017405,Central Bedfordshire 016C,Investigation complete; no suspect identified
dd802a430c67c9ae766e4b9bb47bb599da46035922ead2e8305ad6dc02f09db7,2021-05,Bedfordshire Police,Bedfordshire Police,-0.457495,51.865806,On or near Supermarket,E01017563,Central Bedfordshire 033C,Investigation complete; no suspect identified
3f899d78551a62dedee4d84f313df800ba8faac27ac349d08f34c4977e011e98,2021-05,Bedfordshire Police,Bedfordshire Police,-0.466673,52.136155,On or near Nightclub,E01034419,Bedford 012H,Suspect charged
895bb5f96b66f5d81a8dd003e123cd33b0b80ca45adf1ed4023f9a29a2a1f3ec,2021-05,Bedfordshire Police,Bedfordshire Police,-0.467984,52.133286,On or near Further/Higher Educational Building,E01034420,Bedford 015G,Suspect charged
2979f01120dc8c27310bdd9447b6afbbdd3008f58019e62d40c51e9bfd56c201,2021-05,Bedfordshire Police,Bedfordshire Police,-0.527233,51.891795,On or near PARK STREET,E01017568,Central Bedfordshire 029C,Unable to prosecute suspect
770ae7cb45f96bdea4eebb8f34506d716896e50ce281ff01b78ceede44128886,2021-05,Bedfordshire Police,Bedfordshire Police,-0.421286,51.877860,On or near ADELAIDE STREET,E01015795,Luton 021F,Suspect charged
42bdad812b9cbc1a4a66b5c6ca0947cf4fcdd91713e8711c65c2b899802bd968,2021-05,Bedfordshire Police,Bedfordshire Police,-0.466146,52.135753,On or near Shopping Area,E01034419,Bedford 012H,Local resolution
615064b5e3c5d77813e9ccc7029f2cbf83d511ff987aec90237a0b6b73c45441,2021-05,Bedfordshire Police,Bedfordshire Police,-0.469317,52.135317,On or near HORNE LANE,E01017466,Bedford 012A,Suspect charged
9b6794af60ecb392ea7cb11c00788bef8382bd31062aff365b77544f91c13a9e,2021-05,Bedfordshire Police,Bedfordshire Police,-0.468254,52.139476,On or near BALSALL STREET EAST,E01017502,Bedford 010F,Unable to prosecute suspect
ec8f8bd78bae019bf38c71b0279d97e8e09c5805574b0440b289f3e773af0d7f,2021-05,Bedfordshire Police,Bedfordshire Police,-0.466146,52.135753,On or near Shopping Area,E01034419,Bedford 012H,Local resolution
536fb6fe808fe96f8c39f3f77a4c9f91e49a237df854a03401985be101c2b59b,2021-05,Bedfordshire Police,Bedfordshire Police,-0.433812,51.911629,On or near LEYBURNE ROAD,E01015744,Luton 004A,Unable to prosecute suspect
cb5b927b883b77b24e7b54e9d49d0daaf4651592d1cdecaf5e6c808f52eb456f,2021-05,Bedfordshire Police,Bedfordshire Police,-0.458160,51.884607,On or near Sports/Recreation Area,E01015728,Luton 019B,Unable to prosecute suspect
0459862c180a0d4698534e1c23858caeb723e47febad12effdf8125db8f348cf,2021-05,Bedfordshire Police,Bedfordshire Police,-0.440154,51.859921,On or near GROVE PARK ROAD,E01017562,Central Bedfordshire 033B,Unable to prosecute suspect
00ff7e0f59917458232ce85544da8826624157854ed5f0577ff51fdb4176906c,2021-05,Bedfordshire Police,Bedfordshire Police,-0.424653,52.140610,On or near BRYONY CLOSE,E01017527,Bedford 011D,Investigation complete; no suspect identified
0658351c3dd06fc4557a9635060c4061f5588aa908b7b0bcf7bbe65fd8f89342,2021-05,Bedfordshire Police,Bedfordshire Police,-0.484090,52.139168,On or near GRANET CLOSE,E01017535,Bedford 013A,Investigation complete; no suspect identified
e46b9e95f8a123fc96df9d483314077d58d864c8179d134129247cc8d8fdec94,2021-05,Bedfordshire Police,Bedfordshire Police,-0.410801,51.877341,On or near Supermarket,E01015789,Luton 023D,Investigation complete; no suspect identified
c6bacee38174852f8624f360a16eb6ecf34c5c95780aa8531e17bbfb578867ea,2021-05,Bedfordshire Police,Bedfordshire Police,-0.449740,51.890719,On or near CHANDOS ROAD,E01015731,Luton 015C,Investigation complete; no suspect identified
4c7a6b9b28265c56fd35da18a0028d5526a1308bfcd0d0a80c9ef49f49718a44,2021-05,Bedfordshire Police,Bedfordshire Police,-0.499992,51.897682,On or near Petrol Station,E01017584,Central Bedfordshire 027C,Investigation complete; no suspect identified
e66ac81620f2743a6775aece3b8fd2483f32846f4afa016c87e00810136351ad,2021-05,Bedfordshire Police,Bedfordshire Police,-0.499992,51.897682,On or near Petrol Station,E01017584,Central Bedfordshire 027C,Investigation complete; no suspect identified
14573a818795abce398c10d5bf604d404e1fa36ce4d64648b43927fafd3a5a88,2021-05,Bedfordshire Police,Bedfordshire Police,-0.470475,52.145448,On or near SALISBURY STREET,E01017497,Bedford 010A,Investigation complete; no suspect identified
d80f66f3ed559fb73f8ab795788989b083504d865f80825cbbc5f949fa081367,2021-05,Bedfordshire Police,Bedfordshire Police,-0.419789,51.886184,On or near THE SHIRES,E01015739,Luton 022A,Investigation complete; no suspect identified
5d5724c430ee95e49e8ab02217bf92106e1c594eede07a48caa19ffff45f5ade,2021-05,Bedfordshire Police,Bedfordshire Police,-0.421286,51.877860,On or near ADELAIDE STREET,E01015795,Luton 021F,Suspect charged
a58777a8c1d1adfccec409299c35fa27ab1a2efdd71ce9a29f5957797dc48c4a,2021-05,Bedfordshire Police,Bedfordshire Police,-0.483514,52.143647,On or near COWPER ROAD,E01017499,Bedford 010C,Investigation complete; no suspect identified
731f516cda9699602118ff4a7ce771c452ba7116a8a5e26568a43cbafa0eeda9,2021-05,Bedfordshire Police,Bedfordshire Police,-0.393007,51.890290,On or near HARTSFIELD ROAD,E01015779,Luton 016D,Investigation complete; no suspect identified
e08032e6f02f55d01e7d40745c3fb81208869654d63f4034868966fc4e8db8d9,2021-05,Bedfordshire Police,Bedfordshire Police,-0.543489,51.847435,On or near CENTRAL AVENUE,E01017587,Central Bedfordshire 032D,Investigation complete; no suspect identified
7ae3df4f855ead22ef01cec41bbd40be85b549fb7a13e3d05e87d88958e8120c,2021-05,Bedfordshire Police,Bedfordshire Police,-0.529126,51.892124,On or near Petrol Station,E01017568,Central Bedfordshire 029C,Investigation complete; no suspect identified
9176883476f14367d3674863be2d777778d391030859ca195a6a1b3d769f0e75,2021-05,Bedfordshire Police,Bedfordshire Police,-0.378853,51.897155,On or near HAYLING DRIVE,E01015812,Luton 008E,Investigation complete; no suspect identified
b0039483f4798c45e3702dffa762a468dbc79a2809622596248a4dba9f6067de,2021-05,Bedfordshire Police,Bedfordshire Police,-0.414433,51.876500,On or near Pedestrian Subway,E01033806,Luton 021G,Formal action is not in the public interest
5e1f2a5268014d91d6e3d3d3f5ccf87e6028d08e6baf5096e2c0581ff48dba59,2021-05,Bedfordshire Police,Bedfordshire Police,-0.287661,52.128198,On or near PARK ROAD,E01017431,Central Bedfordshire 002B,Unable to prosecute suspect
d9b5b72cfe4ae987ea691a7a93ebfdf624c6e06187a7ecc8d3faef8eecc0a34f,2021-05,Bedfordshire Police,Bedfordshire Police,-0.446839,52.132956,On or near LONGHOLME WAY,E01017468,Bedford 012C,Unable to prosecute suspect
b4146b5b727cb01e0e9f74baa46fa8dd218c958cf522ef12dec689572cf49869,2021-05,Bedfordshire Police,Bedfordshire Police,-0.417202,51.879154,On or near Shopping Area,E01033803,Luton 023A,Investigation complete; no suspect identified
7b1a6d2cd96de87655da385a68ad7aa2a10757af2f1d377191a758b711cd09b8,2021-05,Bedfordshire Police,Bedfordshire Police,-0.462715,51.900582,On or near OAKLEY ROAD,E01015716,Luton 011D,Unable to prosecute suspect
3cf85f4e1672991a5660bf6b789fc392d29c9cb692c3f6ed3bd9d8338ade5d3e,2021-05,Bedfordshire Police,Bedfordshire Police,-0.247544,52.020492,On or near Sports/Recreation Area,E01017377,Central Bedfordshire 010B,Investigation complete; no suspect identified
0a63b7bcf8fde37bffec9b3486b2d069cc891e6ac5cd67c86efbd30fc4aecad0,2021-05,Bedfordshire Police,Bedfordshire Police,-0.448456,51.890450,On or near BEVERLEY ROAD,E01015731,Luton 015C,Investigation complete; no suspect identified
25dd521019bdd556445ccfab3d706ca438a0c5500c22ad5cf91f0e250aff2310,2021-05,Bedfordshire Police,Bedfordshire Police,-0.488960,51.898988,On or near HARVEST CLOSE,E01015760,Luton 009E,Unable to prosecute suspect
2d99d9ad23f3c3cb133130c5a003164272c976e44069f9a65a4ec4fccf7e1370,2021-05,Bedfordshire Police,Bedfordshire Police,-0.431991,51.886689,On or near Parking Area,E01015725,Luton 017E,Investigation complete; no suspect identified
a486d542686200e787ad3f1c2477b70b40f44bf6680ea3c6791d4cf70a33e1ad,2021-05,Bedfordshire Police,Bedfordshire Police,-0.406423,51.871311,On or near ALTON ROAD,E01015790,Luton 021B,Unable to prosecute suspect
695d3704a068d32c8b7a36cb2cea5e424e8483cc96497583acfb77ea3454417a,2021-05,Bedfordshire Police,Bedfordshire Police,-0.423300,51.880917,On or near DUNSTABLE ROAD,E01015729,Luton 019C,Investigation complete; no suspect identified
caafc72613700a4aba36f47182280544731db88b4a5098cc85e97219869383c2,2021-05,Bedfordshire Police,Bedfordshire Police,-0.522952,51.886274,On or near Parking Area,E01017568,Central Bedfordshire 029C,Investigation complete; no suspect identified
0ebea6c6bf40fba4caf783a2d0d1dbae484c3012d3953007d89ed4ca4c396d86,2021-05,Bedfordshire Police,Bedfordshire Police,-0.414197,51.879077,On or near Parking Area,E01033805,Luton 023C,Investigation complete; no suspect identified
3d9212abdabf2e74548eaa47462f92a1b78c996bf9460844e334dbe10730a409,2021-05,Bedfordshire Police,Bedfordshire Police,-0.528595,51.891470,On or near HIGH STREET NORTH,E01033834,Central Bedfordshire 028G,Investigation complete; no suspect identified
5cd009df44416324319a0c03747e78daf2d0bd76b99337c9520f4af3455c8b41,2021-05,Bedfordshire Police,Bedfordshire Police,-0.458317,52.135669,On or near ROTHSAY ROAD,E01034419,Bedford 012H,Investigation complete; no suspect identified
a4a75fff3b01e2fbed158611d598344452ac0d5fc03e5e79ec629468dab6fd1a,2021-05,Bedfordshire Police,Bedfordshire Police,-0.560076,52.055719,On or near Park/Open Space,E01033820,Central Bedfordshire 009G,Investigation complete; no suspect identified
d6a3bceabc2ed663cd91eb0a7b9a768ea66d9324a3ca6d50fc6409e0e288487b,2021-05,Bedfordshire Police,Bedfordshire Police,-0.507103,51.888367,On or near BRAMLEY COURT,E01017584,Central Bedfordshire 027C,Investigation complete; no suspect identified
c7da13e50f44247f55e721efd2ebcb981668dbb08445defc3d46c60eaa289956,2021-05,Bedfordshire Police,Bedfordshire Police,-0.413327,51.879443,On or near Supermarket,E01033805,Luton 023C,Investigation complete; no suspect identified
af5f3674ddb0cbe2c2fc439fbcc303b88b68f0b4633216860666b371c7e22872,2021-05,Bedfordshire Police,Bedfordshire Police,-0.523714,52.093347,On or near STEWART COURT,E01034425,Bedford 020E,Investigation complete; no suspect identified
eca35eb694ab7cbd8c8f576d16ebc1d2bdc1beb277c2173344b186813d7c456e,2021-05,Bedfordshire Police,Bedfordshire Police,-0.406447,51.873515,On or near PARK STREET,E01015789,Luton 023D,Unable to prosecute suspect
50c3b7dc36997f5ab90bd696bd50580a4313bab2117cc22edab227fe826ecfcc,2021-05,Bedfordshire Police,Bedfordshire Police,-0.501636,52.107923,On or near Police Station,E01017514,Bedford 018B,Investigation complete; no suspect identified
cdc65277fb462911f31ddab62df8aa62939f05f0044b076c6593202a5e5ff4f6,2021-05,Bedfordshire Police,Bedfordshire Police,-0.536927,51.892194,On or near CREASEY PARK DRIVE,E01017595,Central Bedfordshire 028B,Investigation complete; no suspect identified
36569a968631a914c3caeb6b42f84efe1722f63bdf3e3eb0867808afc114148d,2021-05,Bedfordshire Police,Bedfordshire Police,-0.418614,52.146076,On or near SERGEANTS WAY,E01017490,Bedford 007C,Investigation complete; no suspect identified
f17a47a01862d8e164f63a4c25b916512f8bb4c49dd6a032876e7d2c66fa4bcc,2021-05,Bedfordshire Police,Bedfordshire Police,-0.520266,51.887086,On or near Nightclub,E01017568,Central Bedfordshire 029C,Unable to prosecute suspect
236d6df2c772bc4cdc9e934c59ed5106dbf10f6f0f39c712c359ca5d61603d90,2021-05,Bedfordshire Police,Bedfordshire Police,-0.491240,52.114812,On or near THE LINKS,E01017513,Bedford 018A,Unable to prosecute suspect
ccde3ae4a631a2f3af9644dd378e1ece68bea9a0058b2dd6ce9bd4e3a1b3ad21,2021-05,Bedfordshire Police,Bedfordshire Police,-0.559849,52.042841,On or near WALNUT GROVE,E01033820,Central Bedfordshire 009G,Investigation complete; no suspect identified
1e33bb62bec9f90d99e950f289076dd0475a76c3bb31aa4b76f97788c57d144b,2021-05,Bedfordshire Police,Bedfordshire Police,-0.468496,52.140935,On or near WELLINGTON STREET,E01017502,Bedford 010F,Investigation complete; no suspect identified
0c161f81dcf6546432ed6ad8021d37100b963ca846a7d565c2cf9a12efffc23a,2021-05,Bedfordshire Police,Bedfordshire Police,-0.247195,52.000318,On or near Sports/Recreation Area,E01033189,Central Bedfordshire 014F,Investigation complete; no suspect identified
6b11c6b7df1d4e1756a79ae3cd5c63fd26e9cf14107c25c0acf9164f5c109346,2021-05,Bedfordshire Police,Bedfordshire Police,-0.424261,51.875058,On or near CHILTERN RISE,E01015735,Luton 020D,Unable to prosecute suspect
38eac12e68768685e407863714fcfdbe52323b7b744a1fa6f7b7c7d5069fd409,2021-05,Bedfordshire Police,Bedfordshire Police,-0.471629,51.919733,On or near GREENGATE,E01015803,Luton 002B,Investigation complete; no suspect identified
a7a7db25eed07efd42aaf262f5ef4fa8e01d0f3bbc706ad88d86b133eaaf9849,2021-05,Bedfordshire Police,Bedfordshire Police,-0.424261,51.875058,On or near CHILTERN RISE,E01015735,Luton 020D,Unable to prosecute suspect
9aa2c87a82445afe0c38c640b8043d80454ddb0ba6b1ba4b7de61b8c55ddf1b4,2021-05,Bedfordshire Police,Bedfordshire Police,-0.473690,52.133918,On or near PREBEND STREET,E01017466,Bedford 012A,Investigation complete; no suspect identified
feab0f50b90f116a62dcd182d193d0d4689d4f4293e2591aee5bbca01932df25,2021-05,Bedfordshire Police,Bedfordshire Police,-0.513613,52.110906,On or near HILL RISE,E01034422,Bedford 018F,Unable to prosecute suspect
be1eb705db44561aebd7e2b8e8b07870d916052cec2d7f96d511f774b9105253,2021-05,Bedfordshire Police,Bedfordshire Police,-0.415830,51.877688,On or near CHAPEL STREET,E01033806,Luton 021G,Investigation complete; no suspect identified
a0c819d33c1d25dc6306d0009f434019cc0b33effa5bf2218a0a5b63af230762,2021-05,Bedfordshire Police,Bedfordshire Police,-0.602618,52.270103,On or near MANOR LANE,E01017503,Bedford 002C,Unable to prosecute suspect
6fa62ef6572aa3ad8a8a40aed00fb4c3a5e10ab1d02f48b8ed9299e0a20b0d71,2021-05,Bedfordshire Police,Bedfordshire Police,-0.522952,51.886274,On or near Parking Area,E01017568,Central Bedfordshire 029C,Investigation complete; no suspect identified
b6c5aecbfb98a77ea00342c03097812254fd9faf738df33c8c7f528a05085beb,2021-05,Bedfordshire Police,Bedfordshire Police,-0.485821,52.145430,On or near Petrol Station,E01017499,Bedford 010C,Investigation complete; no suspect identified
cd12c0e199ffb03de8df2931dc59f2e147fc6d4500184f02ab7b876a208f2ce1,2021-05,Bedfordshire Police,Bedfordshire Police,-0.650558,52.012310,On or near WOOD STREET,E01016736,Milton Keynes 024C,Unable to prosecute suspect
835777609d138e0419c91a0a88e8bfdea2ad3156d957a945934ff3f619523bf7,2021-05,Bedfordshire Police,Bedfordshire Police,-0.615645,51.907902,On or near LEIGHTON ROAD,E01033827,Central Bedfordshire 019G,Local resolution
79df0b818095378230ef87c1bf58bfc100aa43cf01098f3086ef88b74a6e9ea3,2021-05,Bedfordshire Police,Bedfordshire Police,-0.322456,52.145045,On or near THE AVENUE,E01017423,Central Bedfordshire 004C,Unable to prosecute suspect
89692e6b1341fa602e7eba8402281cb4b7ced1133767ad7d67a1c11c3da45939,2021-05,Bedfordshire Police,Bedfordshire Police,-0.620859,52.012883,On or near GUISE COURT,E01017380,Central Bedfordshire 007B,Unable to prosecute suspect
cc423da6e66ecc1c1baeef43319515c3e366d135d61a2aadc8982f916a5b5375,2021-05,Bedfordshire Police,Bedfordshire Police,-0.241602,52.145503,On or near GREEN LANE,E01017427,Central Bedfordshire 003C,Unable to prosecute suspect
8acaf932fe09dffa744a633c693ab010f13f8b9781104fa1b186e51123dd8c5a,2021-05,Bedfordshire Police,Bedfordshire Police,-0.316443,52.150624,On or near POUND CLOSE,E01017423,Central Bedfordshire 004C,Investigation complete; no suspect identified
fccbcd97719431d1e72029e6a75606d02542c90a40d953df47c0d121057fbfdd,2021-05,Bedfordshire Police,Bedfordshire Police,-0.022477,51.724926,On or near ROBINIA ROAD,E01035584,Broxbourne 005G,Action to be taken by another organisation
abc239b06b08332cdfa86d2fae1723625e2058fbc4f33cc1e66dea0206036899,2021-05,Bedfordshire Police,Bedfordshire Police,-0.481880,52.132387,On or near HAVELOCK STREET,E01017538,Bedford 013D,Investigation complete; no suspect identified
12ea583da7f9596a0709b71126da0da433adca86d4af4d994b04dc68171d6cad,2021-05,Bedfordshire Police,Bedfordshire Police,-0.499992,51.897682,On or near Petrol Station,E01017584,Central Bedfordshire 027C,Investigation complete; no suspect identified
6bc9ccd6eb430cee6389b895ab4ec8dcdda9812d840162483dcb1ef2f2293abf,2021-05,Bedfordshire Police,Bedfordshire Police,-0.418542,51.876564,On or near SPRING PLACE,E01015795,Luton 021F,Local resolution
d9b1a51afbf58525194d30a0b9d43db39a4ef92e53e9bdab597300bb11484474,2021-05,Bedfordshire Police,Bedfordshire Police,-0.464358,52.125704,On or near BRIDGE ROAD,E01034420,Bedford 015G,Investigation complete; no suspect identified
70b9f87fd6a0f1e29c92d155f4a20ab30b968e1749a5a6d58e74963d5e9bcc81,2021-05,Bedfordshire Police,Bedfordshire Police,-0.512250,51.881671,On or near PARK ROAD,E01017592,Central Bedfordshire 030A,Investigation complete; no suspect identified
6be423408299cb022ab7bce0666d1b8c5d4ae62ab3e2413905ea2131ef0cd87e,2021-05,Bedfordshire Police,Bedfordshire Police,-0.507145,51.911215,On or near PARKSIDE DRIVE,E01017601,Central Bedfordshire 025B,Investigation complete; no suspect identified
1983dec8c2beb9c5f9aafbde81c99e9504eceefe2bbb8205b133875149e51d15,2021-05,Bedfordshire Police,Bedfordshire Police,-0.430906,52.147293,On or near THE RISINGS,E01017489,Bedford 007B,Investigation complete; no suspect identified
86d06999d0162c3ddd2a7e6452d0b38e4d816a0fbd15c04ac1e7a83708816f19,2021-05,Bedfordshire Police,Bedfordshire Police,-0.518656,51.887012,On or near Supermarket,E01033837,Central Bedfordshire 029G,Unable to prosecute suspect
af1f41439cdca8195f471b12a0be60b9a3769120665a45a6b87db9a25caa1abb,2021-05,Bedfordshire Police,Bedfordshire Police,-0.581451,51.929677,On or near NINE LANDS,E01017577,Central Bedfordshire 019A,Unable to prosecute suspect
8bffd484b48c2c637bbbde5e308544f85535c815695078f13fc2322b56f4ddfb,2021-05,Bedfordshire Police,Bedfordshire Police,-0.447284,51.896630,On or near COVENT GARDEN CLOSE,E01015787,Luton 015D,Unable to prosecute suspect
b4ab5735b846fde6a4cc8a3fa05f2f346cb77fb146fbb62792a3f949e6abb72e,2021-05,Bedfordshire Police,Bedfordshire Police,-0.429401,51.889721,On or near MILLINERS WAY,E01015705,Luton 017D,Unable to prosecute suspect
